tourney_id;tourney_name;surface;draw_size;tourney_level;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;;;;;;;;;;;;;;;;;;;;
2015-403;Miami Masters;Hard;96;M;20150325;38;104268;;Q;Alejandro Falla;L;185;COL;31.3538672142;133;425;103333;20;;Ivo Karlovic;R;208;CRO;36.0629705681;22;1485;6-4 6-2;3;R64;65;1;5;53;28;23;16;9;1;1;4;3;53;29;24;10;9;7;10;;;;;;;;;;;;;;;;;;;;
2013-717;Houston;Clay;28;A;20130408;15;105733;;WC;Rhyne Williams;R;;USA;22.0479123888;144;374;103333;;LL;Ivo Karlovic;R;208;CRO;34.1081451061;136;395;6-4 6-7(5) 7-6(3);3;R16;159;7;3;117;72;53;29;17;2;2;28;2;104;70;59;16;17;3;4;;;;;;;;;;;;;;;;;;;;
2015-352;Paris Masters;Hard;48;M;20151102;4;104273;;Q;Edouard Roger Vasselin;R;188;FRA;31.9288158795;149;385;103333;;;Ivo Karlovic;R;208;CRO;36.6762491444;21;1565;4-6 7-6(1) 7-6(5);3;R64;;4;3;89;56;44;22;17;1;4;29;4;116;81;57;18;17;5;7;;;;;;;;;;;;;;;;;;;;
2013-424;San Jose;Hard;28;A;20130211;8;105449;;WC;Steve Johnson;R;188;USA;23.1348391513;154;352;103333;;;Ivo Karlovic;R;208;CRO;33.954825462;155;351;6-7(2) 6-4 7-6(6);3;R32;140;9;1;107;66;53;28;17;1;1;19;4;102;58;49;27;17;1;2;;;;;;;;;;;;;;;;;;;;
2015-402;Memphis;Hard;28;A;20150209;14;105572;;Q;Austin Krajicek;L;;USA;24.6516084873;156;325;103333;5;;Ivo Karlovic;R;208;CRO;35.947980835;25;1400;7-6(4) 4-6 6-4;3;R16;121;14;1;99;75;60;13;16;2;3;32;9;93;56;48;19;16;5;6;;;;;;;;;;;;;;;;;;;;
2015-315;Newport;Grass;32;A;20150713;31;104330;;;Rajeev Ram;R;193;USA;31.318275154;161;320;103333;2;;Ivo Karlovic;R;208;CRO;36.3696098563;24;1450;7-6(5) 5-7 7-6(2);3;F;;17;2;115;71;60;26;18;3;4;19;4;108;73;63;20;18;1;1;;;;;;;;;;;;;;;;;;;;
2015-807;Acapulco;Hard;32;A;20150223;27;105992;;Q;Ryan Harrison;R;183;USA;22.7980835044;169;299;103333;6;;Ivo Karlovic;R;208;CRO;35.9863107461;23;1500;4-6 7-6(0) 7-6(4);3;QF;146;7;2;98;66;53;22;17;1;2;16;5;107;70;58;18;17;7;7;;;;;;;;;;;;;;;;;;;;
2012-499;Delray Beach;Hard;32;A;20120227;10;104594;;Q;Marinko Matosevic;R;194;AUS;26.5544147844;173;293;103333;;;Ivo Karlovic;R;208;CRO;32.9965776865;41;1017;6-3 6-4;3;R32;77;4;2;71;48;34;15;10;4;4;6;1;47;24;19;11;9;1;3;;;;;;;;;;;;;;;;;;;;
2014-352;Paris Masters;Hard;48;M;20141027;15;106298;;Q;Lucas Pouille;R;;FRA;20.6735112936;176;290;103333;;;Ivo Karlovic;R;208;CRO;35.6605065024;27;1355;6-1 6-4;3;R64;68;9;1;53;29;22;17;9;3;3;5;3;54;33;18;11;8;1;4;;;;;;;;;;;;;;;;;;;;
2012-560;US Open;Hard;128;G;20120827;7;104499;;Q;Jimmy Wang;R;178;TPE;27.5482546201;182;276;103333;;;Ivo Karlovic;R;208;CRO;33.4948665298;75;651;7-6(4) 6-7(8) 6-1 6-4;5;R128;183;7;3;124;80;68;29;21;3;3;32;6;126;75;58;28;20;2;5;;;;;;;;;;;;;;;;;;;;
2012-520;Roland Garros;Clay;128;G;20120527;62;104724;;Q;Eduardo Schwank;R;183;ARG;26.0971937029;192;270;103333;;;Ivo Karlovic;R;208;CRO;33.2457221081;59;776;6-4 6-0 6-3;5;R128;88;5;0;69;56;44;10;13;2;2;9;8;79;41;27;14;12;3;8;;;;;;;;;;;;;;;;;;;;
2012-96;London Olympics;Grass;64;A;20120725;57;103819;1;;Roger Federer;R;185;SUI;30.9568788501;1;11075;104545;10;;John Isner;R;206;USA;27.241615332;11;2620;6-4 7-6(5);3;QF;85;3;1;73;46;36;17;11;1;1;8;1;68;49;37;12;11;3;4;;;;;;;;;;;;;;;;;;;;
2013-D010;Davis Cup WG QF: USA vs SRB;Hard;4;D;20130405;1;104925;;;Novak Djokovic;R;188;SRB;25.8617385352;1;12370;104545;;;John Isner;R;206;USA;27.9315537303;23;1535;7-6(5) 6-2 7-5;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-403;Miami Masters;Hard;96;M;20150325;93;104925;1;;Novak Djokovic;R;188;SRB;27.8357289528;1;13205;104545;22;;John Isner;R;206;USA;29.9055441478;24;1450;7-6(3) 6-2;3;SF;91;10;1;58;36;29;16;10;0;0;9;1;82;55;39;8;10;2;4;;;;;;;;;;;;;;;;;;;;
2015-404;Indian Wells Masters;Hard;96;M;20150312;81;104925;1;;Novak Djokovic;R;188;SRB;27.7973990418;1;13205;104545;18;;John Isner;R;206;USA;29.8672142368;20;1720;6-4 7-6(5);3;R16;92;7;1;68;46;38;14;11;2;2;8;0;65;51;39;7;11;1;2;;;;;;;;;;;;;;;;;;;;
2015-747;Beijing;Hard;32;A;20151005;25;104925;1;;Novak Djokovic;R;188;SRB;28.372347707;1;15645;104545;6;;John Isner;R;206;USA;30.4421629021;13;2280;6-2 6-2;3;QF;;2;1;41;30;24;8;8;0;0;3;1;46;36;18;5;8;1;5;;;;;;;;;;;;;;;;;;;;
2013-352;Paris Masters;Hard;48;M;20131028;40;104925;2;;Novak Djokovic;R;188;SRB;26.4366872005;2;11120;104545;13;;John Isner;R;206;USA;28.5065023956;16;2070;6-7(5) 6-1 6-2;3;R16;110;11;1;73;51;45;14;14;0;0;12;2;111;87;54;9;13;12;16;;;;;;;;;;;;;;;;;;;;
2014-404;Indian Wells Masters;Hard;96;M;20140306;94;104925;2;;Novak Djokovic;R;188;SRB;26.7816563997;2;10260;104545;12;;John Isner;R;206;USA;28.8514715948;13;2320;7-5 6-7(2) 6-1;3;SF;144;7;2;92;63;47;15;16;4;6;8;2;114;78;49;16;15;7;12;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;120;103819;2;;Roger Federer;R;185;SUI;34.0616016427;2;9065;104545;13;;John Isner;R;206;USA;30.3463381246;13;2235;7-6(0) 7-6(6) 7-5;5;R16;;13;1;111;65;54;33;18;5;5;17;1;133;91;63;22;18;9;10;;;;;;;;;;;;;;;;;;;;
2015-5014;Shanghai Masters;Hard;56;M;20151011;43;104918;3;;Andy Murray;R;190;GBR;28.4106776181;2;8640;104545;13;;John Isner;R;206;USA;30.4613278576;13;2280;6-7(4) 6-4 6-4;3;R16;;9;3;103;63;50;24;16;7;7;22;4;119;80;57;19;16;11;13;;;;;;;;;;;;;;;;;;;;
2012-404;Indian Wells Masters;Hard;96;M;20120308;95;103819;3;;Roger Federer;R;185;SUI;30.5735797399;3;8710;104545;11;;John Isner;R;206;USA;26.8583162218;11;2120;7-6(7) 6-3;3;F;82;7;2;56;35;33;14;10;3;3;4;1;71;52;37;9;11;1;3;;;;;;;;;;;;;;;;;;;;
2013-422;Cincinnati Masters;Hard;56;M;20130811;55;104745;4;;Rafael Nadal;L;185;ESP;27.1923340178;3;7860;104545;;;John Isner;R;206;USA;28.295687885;22;1585;7-6(8) 7-6(3);3;F;115;6;2;77;56;47;15;12;3;3;11;1;81;62;46;13;12;0;0;;;;;;;;;;;;;;;;;;;;
2012-D041;Davis Cup WG SF: ESP vs USA;Clay;4;D;20120914;3;103970;;;David Ferrer;R;175;ESP;30.4421629021;5;5915;104545;;;John Isner;R;206;USA;27.3757700205;10;2610;6-7(3) 6-3 6-4 6-2;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013-747;Beijing;Hard;32;A;20130930;27;104607;4;;Tomas Berdych;R;196;CZE;28.0355920602;5;4520;104545;8;;John Isner;R;206;USA;28.4298425736;16;2025;7-5 6-2;3;QF;90;6;5;64;29;24;14;10;3;5;9;2;67;36;27;8;10;3;8;;;;;;;;;;;;;;;;;;;;
2014-1536;Madrid Masters;Clay;56;M;20140504;47;103970;5;;David Ferrer;R;175;ESP;32.090349076;5;4850;104545;9;;John Isner;R;206;USA;29.0239561944;10;2555;6-4 6-4;3;R16;78;2;1;52;37;33;9;10;2;2;6;0;64;50;30;9;10;5;7;;;;;;;;;;;;;;;;;;;;
2015-D002;Davis Cup WG R1: GBR vs USA;Hard;4;D;20150306;3;104918;;;Andy Murray;R;190;GBR;27.7973990418;5;5370;104545;;;John Isner;R;206;USA;29.8480492813;20;1720;7-6(4) 6-3 7-6(4);5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-410;Monte Carlo Masters;Clay;56;M;20150412;43;104745;3;;Rafael Nadal;L;185;ESP;28.8596851472;5;5255;104545;15;;John Isner;R;206;USA;29.9630390144;19;1720;7-6(6) 4-6 6-3;3;R16;140;7;0;90;66;51;18;16;2;3;12;1;102;62;47;19;15;4;5;;;;;;;;;;;;;;;;;;;;
2015-418;Washington;Hard;48;A;20150803;47;105453;2;;Kei Nishikori;R;178;JPN;25.5934291581;5;5525;104545;8;;John Isner;R;206;USA;30.2696783025;18;1890;4-6 6-4 6-4;3;F;;5;2;77;46;42;17;15;1;2;18;2;85;62;47;11;15;3;5;;;;;;;;;;;;;;;;;;;;
2014-747;Beijing;Hard;32;A;20140929;27;104607;3;;Tomas Berdych;R;196;CZE;29.0321697467;6;4115;104545;8;;John Isner;R;206;USA;29.4264202601;15;1925;6-1 6-4;3;QF;74;5;2;56;29;21;20;9;3;3;9;1;55;34;21;9;8;5;8;;;;;;;;;;;;;;;;;;;;
2014-520;Roland Garros;Clay;128;G;20140526;117;104607;6;;Tomas Berdych;R;196;CZE;28.6872005476;6;4330;104545;10;;John Isner;R;206;USA;29.0814510609;11;2600;6-4 6-4 6-4;5;R16;111;11;1;83;53;44;19;15;2;2;7;1;86;54;38;16;15;5;8;;;;;;;;;;;;;;;;;;;;
2013-418;Washington;Hard;48;A;20130729;47;105223;1;;Juan Martin Del Potro;R;198;ARG;24.8459958932;7;4500;104545;8;;John Isner;R;206;USA;28.257357974;20;1770;3-6 6-1 6-2;3;F;89;2;1;66;44;36;12;12;4;5;6;4;65;43;30;8;12;2;6;;;;;;;;;;;;;;;;;;;;
2014-403;Miami Masters;Hard;96;M;20140319;84;104607;7;;Tomas Berdych;R;196;CZE;28.4955509925;7;4540;104545;10;;John Isner;R;206;USA;28.8898015058;10;2670;6-3 7-5;3;R16;91;7;3;59;34;30;15;11;2;2;9;1;73;47;30;13;10;6;8;;;;;;;;;;;;;;;;;;;;
2015-1536;Madrid Masters;Clay;56;M;20150503;49;104607;6;;Tomas Berdych;R;196;CZE;29.6262833676;7;4960;104545;16;;John Isner;R;206;USA;30.0205338809;18;1765;3-6 7-6(7) 7-6(1);3;QF;130;11;1;91;50;43;29;16;0;1;29;0;104;80;63;13;17;4;4;;;;;;;;;;;;;;;;;;;;
2015-416;Rome Masters;Clay;56;M;20150510;46;104745;4;;Rafael Nadal;L;185;ESP;28.9363449692;7;4990;104545;16;;John Isner;R;206;USA;30.0396988364;17;1855;6-4 6-4;3;R16;80;3;3;51;39;35;5;10;0;0;7;2;56;39;32;5;10;4;6;;;;;;;;;;;;;;;;;;;;
2015-352;Paris Masters;Hard;48;M;20151102;43;103970;8;;David Ferrer;R;175;ESP;33.5852156057;8;3945;104545;13;;John Isner;R;206;USA;30.5188227242;13;2360;6-3 6-7(6) 6-2;3;QF;;3;3;87;59;47;17;14;3;4;17;4;108;71;42;19;15;10;15;;;;;;;;;;;;;;;;;;;;
2014-422;Cincinnati Masters;Hard;56;M;20140810;47;104918;8;;Andy Murray;R;190;GBR;27.241615332;9;3150;104545;11;;John Isner;R;206;USA;29.2922655715;14;2435;6-7(3) 6-4 7-6(2);3;R16;143;14;4;103;62;57;22;17;3;3;21;2;100;63;52;23;17;4;5;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;99;105227;9;;Marin Cilic;R;198;CRO;26.7488021903;9;3540;104545;17;;John Isner;R;206;USA;30.173853525;17;1890;7-6(4) 6-7(6) 6-4 6-7(4) 12-10;5;R32;;35;5;195;125;110;40;34;4;5;37;3;242;175;133;28;34;7;10;;;;;;;;;;;;;;;;;;;;
2013-403;Miami Masters;Hard;96;M;20130320;78;105227;9;;Marin Cilic;R;198;CRO;24.4681724846;11;2570;104545;20;;John Isner;R;206;USA;27.8932238193;23;1535;6-3 7-6(3);3;R32;78;2;1;61;41;34;13;11;2;3;20;1;65;42;32;8;10;4;6;;;;;;;;;;;;;;;;;;;;
2012-D041;Davis Cup WG SF: ESP vs USA;Clay;4;D;20120914;2;104597;;;Nicolas Almagro;R;183;ESP;27.0554414784;12;2475;104545;;;John Isner;R;206;USA;27.3757700205;10;2610;6-4 4-6 6-4 3-6 7-5;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;99;103163;12;;Tommy Haas;R;188;GER;35.1485284052;14;2340;104545;19;;John Isner;R;206;USA;28.0848733744;21;1690;7-5 7-6(4) 4-6 6-7(10) 10-8;5;R32;277;15;9;208;130;99;52;32;11;13;27;0;229;178;132;24;32;20;23;;;;;;;;;;;;;;;;;;;;
2012-717;Houston;Clay;28;A;20120409;27;104338;4;;Juan Monaco;R;185;ARG;28.0301163587;16;1810;104545;2;;John Isner;R;206;USA;26.9541409993;10;2710;6-2 3-6 6-3;3;F;148;0;4;84;56;41;16;13;8;9;8;5;103;70;46;15;13;12;15;;;;;;;;;;;;;;;;;;;;
2012-580;Australian Open;Hard;128;G;20120116;111;103852;18;;Feliciano Lopez;L;188;ESP;30.3216974675;19;1755;104545;16;;John Isner;R;206;USA;26.7241615332;17;1800;6-3 6-7(3) 6-4 6-7(0) 6-1;5;R32;206;16;12;153;86;65;43;25;3;4;29;3;147;108;78;17;25;5;11;;;;;;;;;;;;;;;;;;;;
2012-403;Miami Masters;Hard;96;M;20120321;78;104252;19;;Florian Mayer;R;190;GER;28.4544832307;19;1540;104545;10;;John Isner;R;206;USA;26.8966461328;10;2675;6-4 6-2;3;R32;68;1;0;46;26;23;13;9;0;0;6;1;59;37;24;12;9;7;10;;;;;;;;;;;;;;;;;;;;
2012-560;US Open;Hard;128;G;20120827;106;104259;19;;Philipp Kohlschreiber;R;178;GER;28.8651608487;20;1685;104545;9;;John Isner;R;206;USA;27.3374401095;10;2880;6-4 3-6 4-6 6-3 6-4;5;R32;200;5;1;147;113;81;20;24;9;11;24;3;137;88;64;31;24;0;3;;;;;;;;;;;;;;;;;;;;
2012-421;Canada Masters;Hard;48;M;20120806;46;104755;14;;Richard Gasquet;R;185;FRA;26.135523614;21;1600;104545;8;;John Isner;R;206;USA;27.279945243;11;2575;7-6(3) 6-3;3;SF;81;4;1;59;45;39;10;11;0;0;5;1;72;49;36;12;10;4;5;;;;;;;;;;;;;;;;;;;;
2014-352;Paris Masters;Hard;48;M;20141027;18;104792;;;Gael Monfils;R;193;FRA;28.1533196441;21;1735;104545;13;;John Isner;R;206;USA;29.5030800821;16;1970;6-4 7-6(4);3;R32;93;11;2;68;47;38;14;11;0;0;9;1;85;63;47;8;11;8;9;;;;;;;;;;;;;;;;;;;;
2014-573;Valencia;Hard;32;A;20141020;13;103990;;;Tommy Robredo;R;180;ESP;32.4709103354;21;1715;104545;5;;John Isner;R;206;USA;29.4839151266;16;1970;7-6(3) 6-3;3;R32;80;6;1;65;47;43;9;11;5;5;10;1;68;45;34;12;10;5;6;;;;;;;;;;;;;;;;;;;;
2014-5014;Shanghai Masters;Hard;56;M;20141005;48;103852;;;Feliciano Lopez;L;188;ESP;33.0431211499;21;1745;104545;13;;John Isner;R;206;USA;29.4455852156;14;1925;6-3 6-4;3;R16;60;8;1;51;34;30;11;10;1;1;14;3;57;37;25;10;9;2;4;;;;;;;;;;;;;;;;;;;;
2012-1536;Madrid Masters;Clay;56;M;20120506;33;105227;;;Marin Cilic;R;198;CRO;23.6057494867;22;1505;104545;8;;John Isner;R;206;USA;27.0308008214;10;2725;7-6(4) 7-6(3);3;R32;117;7;6;88;42;32;31;12;3;3;14;2;87;54;40;20;12;2;2;;;;;;;;;;;;;;;;;;;;
2013-424;San Jose;Hard;28;A;20130211;26;103163;4;;Tommy Haas;R;188;GER;34.8610540726;22;1685;104545;2;;John Isner;R;206;USA;27.7973990418;16;2125;6-3 6-4;3;SF;61;8;2;51;38;33;8;10;1;1;9;0;51;30;21;12;9;1;3;;;;;;;;;;;;;;;;;;;;
2013-560;US Open;Hard;128;G;20130826;111;104259;22;;Philipp Kohlschreiber;R;178;GER;29.8617385352;25;1445;104545;13;;John Isner;R;206;USA;28.334017796;17;2025;6-4 3-6 7-5 7-6(5);5;R32;167;6;1;130;94;73;20;21;5;7;26;5;116;86;72;14;22;1;3;;;;;;;;;;;;;;;;;;;;
2014-560;US Open;Hard;128;G;20140825;98;104259;22;;Philipp Kohlschreiber;R;178;GER;30.8583162218;25;1505;104545;13;;John Isner;R;206;USA;29.3305954825;15;1925;7-6(4) 4-6 7-6(2) 7-6(4);5;R32;189;13;5;157;98;77;36;23;11;12;44;4;141;95;77;30;23;5;5;;;;;;;;;;;;;;;;;;;;
2015-311;London;Grass;32;A;20150615;26;104678;;;Viktor Troicki;R;193;SRB;29.3415468857;25;1354;104545;;;John Isner;R;206;USA;30.135523614;18;1845;7-6(5) 6-3;3;QF;;11;0;60;42;38;10;11;0;0;14;0;76;58;38;10;10;10;11;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;106;103852;19;;Feliciano Lopez;L;188;ESP;32.7556468172;26;1455;104545;9;;John Isner;R;206;USA;29.158110883;11;2690;6-7(8) 7-6(6) 7-6(3) 7-5;5;R32;170;34;2;143;92;79;36;24;2;2;52;2;155;116;91;22;24;4;5;;;;;;;;;;;;;;;;;;;;
2012-6116;Atlanta;Hard;28;A;20120716;25;104053;4;;Andy Roddick;R;188;USA;29.87816564;27;1395;104545;1;;John Isner;R;206;USA;27.2224503765;11;2620;6-4 6-7(5) 6-4;3;SF;148;7;1;92;60;53;19;16;2;2;26;0;99;63;51;19;16;5;7;;;;;;;;;;;;;;;;;;;;
2014-499;Delray Beach;Hard;32;A;20140217;30;105227;7;;Marin Cilic;R;198;CRO;25.3880903491;29;1295;104545;2;;John Isner;R;206;USA;28.8131416838;13;2320;7-6(5) 6-3;3;SF;86;12;2;68;39;33;18;11;0;0;9;3;72;52;34;10;10;6;7;;;;;;;;;;;;;;;;;;;;
2015-328;Basel;Hard;32;A;20151026;20;106058;;;Jack Sock;R;185;USA;23.0855578371;29;1360;104545;6;;John Isner;R;206;USA;30.4996577687;14;2325;7-6(5) 6-3;3;R16;;4;2;59;36;31;18;11;0;0;14;1;73;52;36;12;10;3;4;;;;;;;;;;;;;;;;;;;;
2012-416;Rome Masters;Clay;56;M;20120513;31;104312;;;Andreas Seppi;R;190;ITA;28.2272416153;30;1220;104545;9;;John Isner;R;206;USA;27.0499657769;10;2725;2-6 7-6(5) 7-5;3;R32;171;8;4;99;61;49;21;16;4;6;15;3;118;69;50;30;16;11;12;;;;;;;;;;;;;;;;;;;;
2014-6242;Winston-Salem;Hard;48;A;20140817;41;104586;7;;Lukas Rosol;R;196;CZE;29.067761807;33;1120;104545;1;;John Isner;R;206;USA;29.311430527;15;1925; W/O;3;QF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-422;Cincinnati Masters;Hard;56;M;20150816;10;105023;;;Sam Querrey;R;198;USA;27.8603696099;34;1165;104545;11;;John Isner;R;206;USA;30.3080082136;12;2270;6-3 7-6(3);3;R64;;12;1;56;31;29;17;10;0;0;12;4;67;47;33;10;11;3;5;;;;;;;;;;;;;;;;;;;;
2012-499;Delray Beach;Hard;32;A;20120227;29;104731;7;;Kevin Anderson;R;203;RSA;25.7796030116;36;1065;104545;1;;John Isner;R;206;USA;26.8391512663;11;2075;7-5 7-6(4);3;SF;96;16;0;69;45;39;16;12;1;1;16;3;68;47;41;9;12;2;3;;;;;;;;;;;;;;;;;;;;
2013-D004;Davis Cup WG R1: USA vs BRA;Hard;4;D;20130201;3;105064;;;Thomaz Bellucci;L;188;BRA;25.0814510609;36;1077;104545;;;John Isner;R;206;USA;27.7590691307;16;2125;2-6 6-4 6-7(7) 6-4 6-3;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013-573;Valencia;Hard;32;A;20131021;22;104871;;;Jeremy Chardy;R;188;FRA;26.688569473;36;1120;104545;4;;John Isner;R;206;USA;28.4873374401;14;2070;7-6(7) 6-3;3;R16;82;17;9;68;43;39;12;11;3;4;12;1;63;47;32;12;10;3;5;;;;;;;;;;;;;;;;;;;;
2012-402;Memphis;Hard;32;A;20120220;25;103781;;;Jurgen Melzer;L;183;AUT;30.7488021903;38;1052;104545;1;;John Isner;R;206;USA;26.8199863107;13;2025;6-3 7-6(6);3;QF;81;7;1;67;41;33;17;10;2;2;11;2;70;54;36;9;11;2;4;;;;;;;;;;;;;;;;;;;;
2012-5014;Shanghai Masters;Hard;56;M;20121007;44;103285;;;Radek Stepanek;R;185;CZE;33.864476386;41;935;104545;8;;John Isner;R;206;USA;27.4524298426;12;2475;6-4 6-7(5) 6-3;3;R16;147;4;2;94;61;47;24;16;1;1;17;2;103;71;50;19;15;6;8;;;;;;;;;;;;;;;;;;;;
2015-402;Memphis;Hard;28;A;20150209;22;105023;;;Sam Querrey;R;198;USA;27.3429158111;41;1010;104545;3;;John Isner;R;206;USA;29.7905544148;18;1765;7-6(3) 7-6(2);3;QF;86;13;5;76;42;35;23;12;1;1;12;1;69;51;41;12;12;0;0;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;98;104180;;;Gilles Muller;L;193;LUX;31.6988364134;42;964;104545;19;;John Isner;R;206;USA;29.7330595483;21;1685;7-6(4) 7-6(6) 6-4;5;R32;133;23;3;97;59;53;28;17;1;1;30;2;113;87;69;13;17;5;6;;;;;;;;;;;;;;;;;;;;
2015-6120;Nice;Clay;28;A;20150517;26;106233;;;Dominic Thiem;R;;AUT;21.7029431896;42;995;104545;2;;John Isner;R;206;USA;30.0588637919;17;1935;7-6(5) 6-3;3;SF;87;11;2;64;38;32;16;11;1;2;11;1;75;55;42;5;10;9;11;;;;;;;;;;;;;;;;;;;;
2013-5014;Shanghai Masters;Hard;56;M;20131007;39;104122;;;Carlos Berlocq;R;183;ARG;30.674880219;44;965;104545;14;;John Isner;R;206;USA;28.4490075291;13;2115;6-4 7-6(4);3;R32;82;6;0;55;39;36;14;11;0;0;12;0;68;53;37;12;11;2;3;;;;;;;;;;;;;;;;;;;;
2012-573;Valencia;Hard;32;A;20121021;23;105676;;;David Goffin;R;163;BEL;21.8754277892;45;853;104545;5;;John Isner;R;206;USA;27.4907597536;11;2565;7-6(2) 4-6 6-4;3;R16;132;9;3;89;60;46;17;16;0;2;21;2;107;79;58;15;16;6;8;;;;;;;;;;;;;;;;;;;;
2013-416;Rome Masters;Clay;56;M;20130512;6;104797;;;Denis Istomin;R;188;UZB;26.6803559206;45;900;104545;;;John Isner;R;206;USA;28.0465434634;20;1725;5-7 7-6(5) 6-3;3;R64;131;8;3;113;75;63;15;17;2;3;10;1;88;61;51;15;16;1;2;;;;;;;;;;;;;;;;;;;;
2014-6120;Nice;Clay;28;A;20140518;21;105643;7;;Federico Delbonis;L;190;ARG;23.6194387406;45;1004;104545;1;;John Isner;R;206;USA;29.0622861054;11;2600;6-4 5-7 7-6(6);3;QF;133;5;2;100;56;44;27;17;2;4;16;1;99;69;53;18;17;2;4;;;;;;;;;;;;;;;;;;;;
2015-520;Roland Garros;Clay;128;G;20150524;76;104871;;;Jeremy Chardy;R;188;FRA;28.2792607803;45;985;104545;16;;John Isner;R;206;USA;30.0780287474;16;1980;6-4 4-6 6-3 6-3;5;R64;143;10;2;107;80;63;12;19;3;5;15;1;110;79;52;15;19;5;10;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;50;104871;;;Jeremy Chardy;R;188;FRA;28.4900752909;49;925;104545;16;;John Isner;R;206;USA;30.288843258;12;2180;6-7(9) 7-6(13) 7-6(4);3;QF;;12;6;134;89;73;29;18;6;7;32;2;132;93;73;25;18;4;5;;;;;;;;;;;;;;;;;;;;
2012-6120;Nice;Clay;28;A;20120520;21;103786;;;Nikolay Davydenko;R;178;RUS;30.9678302533;53;850;104545;1;;John Isner;R;206;USA;27.0691307324;11;2620;6-4 7-6(4);3;QF;101;0;1;77;64;51;6;11;3;3;13;2;84;55;37;16;11;6;7;;;;;;;;;;;;;;;;;;;;
2014-807;Acapulco;Hard;32;A;20140224;5;103333;;;Ivo Karlovic;R;208;CRO;34.9897330595;55;827;104545;3;;John Isner;R;206;USA;28.8323066393;13;2320;7-6(4) 7-6(5);3;R32;99;15;2;68;43;36;21;12;1;2;8;1;74;51;42;13;12;1;2;;;;;;;;;;;;;;;;;;;;
2013-410;Monte Carlo Masters;Clay;56;M;20130414;2;105208;;;Ernests Gulbis;R;190;LAT;24.6242299795;56;791;104545;;WC;John Isner;R;206;USA;27.9698836413;23;1600;4-6 6-2 6-3;3;R64;109;11;2;73;47;40;13;14;0;2;6;0;93;60;38;12;13;9;13;;;;;;;;;;;;;;;;;;;;
2014-421;Canada Masters;Hard;56;M;20140804;21;104471;;;Ivan Dodig;R;183;CRO;29.5852156057;62;800;104545;10;;John Isner;R;206;USA;29.273100616;14;2435;6-4 6-7(4) 6-3;3;R64;112;9;4;88;60;52;17;16;0;0;13;6;92;57;48;15;15;7;9;;;;;;;;;;;;;;;;;;;;
2013-402;Memphis;Hard;32;A;20130218;12;104797;;;Denis Istomin;R;188;UZB;26.4503764545;63;770;104545;3;;John Isner;R;206;USA;27.8165639973;16;2125;6-4 6-3;3;R32;60;4;0;43;27;25;12;9;0;0;8;6;58;38;29;6;10;4;7;;;;;;;;;;;;;;;;;;;;
2013-315;Newport;Grass;32;A;20130708;30;103720;4;;Lleyton Hewitt;R;180;AUS;32.3668720055;64;755;104545;2;;John Isner;R;206;USA;28.1998631075;19;1770;5-7 6-2 6-4;3;SF;131;6;8;82;37;30;25;15;2;5;13;3;95;56;36;18;15;10;15;;;;;;;;;;;;;;;;;;;;
2014-416;Rome Masters;Clay;56;M;20140511;4;103781;;;Jurgen Melzer;L;183;AUT;32.9719370294;67;720;104545;9;;John Isner;R;206;USA;29.0431211499;11;2600;7-6(7) 6-3;3;R64;87;4;0;75;59;42;12;11;7;8;13;0;70;49;34;10;10;1;3;;;;;;;;;;;;;;;;;;;;
2013-338;Sydney;Hard;28;A;20130107;13;105992;;Q;Ryan Harrison;R;183;USA;20.6707734428;68;717;104545;1;;John Isner;R;206;USA;27.7015742642;13;2215;6-4 6-4;3;R16;75;3;2;62;37;29;17;10;3;3;10;1;58;40;30;8;10;3;5;;;;;;;;;;;;;;;;;;;;
